Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
6703,Hey guys!  What 'cha been doin'?,Joey,neutral,neutral,663,8,5,17,"00:14:36,125","00:14:39,210"
6704,Hey Joey! Isn't that the girl that waved at you the other day?,Monica,neutral,neutral,663,9,5,17,"00:14:44,508","00:14:47,760"
6707,"What can I do? One person wants to break-up, you break-up.",Ross,sadness,negative,664,1,3,15,"00:16:41,250","00:16:45,336"
6708,"Hey, no way! Come on, this is you guys, call her and work it out.",Chandler,sadness,negative,664,2,3,15,"00:16:45,504","00:16:49,247"
6709,"Oh come on, we just had this huge fight, all right, don?t I have to wait a while?",Ross,sadness,negative,664,3,3,15,"00:16:49,425","00:16:52,635"
6710,"Hey, this isn?t like swimming after you eat, pick up the phone!!",Chandler,anger,negative,664,4,3,15,"00:16:52,886","00:16:57,223"
6711,Y'know that whole swimming thing is a myth.,Chandler,neutral,neutral,664,5,3,15,"00:17:01,770","00:17:03,980"
6712,"Yeah, tell that to my Uncle Lenny.",Joey,neutral,neutral,664,6,3,15,"00:17:04,148","00:17:06,691"
6714,"Nothing, he?s just really believes in that.",Joey,neutral,neutral,664,8,3,15,"00:17:09,153","00:17:12,280"
6715,It looks like your uterus is ready for implantation.,Dr. Zane,neutral,neutral,665,0,4,12,"00:05:37,378","00:05:40,422"
6716,Oh! I knew it! I knew it! I felt really thick this morning.,Phoebe,joy,positive,665,1,4,12,"00:05:40,590","00:05:43,300"
6717,"Well, okay, so what?s now?go get, go get the eggs, put ?em in there.",Frank,neutral,neutral,665,2,4,12,"00:05:46,054","00:05:48,513"
6718,"Okay, it?ll take just a little while to prepare the embryos.",Dr. Zane,neutral,neutral,665,3,4,12,"00:05:48,681","00:05:52,434"
6721,"Five? Okay, where am I giving birth, a hospital or a big box under the stairs?",Phoebe,neutral,neutral,665,6,4,12,"00:05:56,564","00:06:00,859"
6722,We do five because that gives you a 25% chance that at least one will attach.,Dr. Zane,neutral,neutral,665,7,4,12,"00:06:04,781","00:06:12,537"
6723,That?s it! 25 percent? That means that?s it?s like 75 percent chance of no baby at all!,Phoebe,surprise,negative,665,8,4,12,"00:06:06,699","00:06:14,748"
6724,"Hey, y?know I was thinking, what are the odds like if-if, if you stuff like 200 of them in there?",Frank,neutral,neutral,665,9,4,12,"00:06:14,916","00:06:17,709"
6726,"Okay, well y?know what, don?t worry you guys, ?cause I?m-I?m gonna do this as many times as it takes to get it right.",Phoebe,neutral,neutral,665,11,4,12,"00:06:26,469","00:06:31,348"
6727,"Well, you see, the-the thing is, we-we only got, we kinda have one shot to make it right.",Frank,neutral,neutral,665,12,4,12,"00:06:31,516","00:06:35,727"
6728,"Umm, it costs $16,000 each time you do this.",Alice,neutral,neutral,665,13,4,12,"00:06:35,895","00:06:39,314"
6729,"So, umm, we?re kinda using all the money we have to do it just this one time.",Alice,neutral,neutral,665,14,4,12,"00:06:40,650","00:06:45,070"
6730,"Whoa!! That?okay, that?s a",Phoebe,disgust,negative,665,15,4,12,"00:06:45,488","00:06:51,535"
6732,Wow! You guys really don?t know anything!,Phoebe,surprise,positive,665,17,4,12,"00:06:59,836","00:07:02,587"
6733,I know! Why don?t you get drunk! That worked for a lot of girls in my high school.,Frank,anger,negative,665,18,4,12,"00:07:03,923","00:07:08,677"
6745,You guys got anything to eat? I just went down to Johnos for some chicken and it was closed!,Joey,surprise,negative,666,2,5,7,"00:11:02,036","00:11:06,122"
6746,"Oh, I took Larry there to eat but it was all violated. So we shut it down!",Phoebe,disgust,negative,666,3,5,7,"00:11:06,332","00:11:10,877"
6747,"Pheebs, if this guy keeps closing down all of our favorite places, where are we gonna eat?!",Joey,anger,negative,666,4,5,7,"00:11:11,712","00:11:15,840"
6751,Don't let him in! I'm supposed to be at a regatta gala.,Rachel,fear,negative,666,8,5,7,"00:11:26,435","00:11:28,770"
6752,We'll be right there!  Can't you just say it starts later?,Monica,anger,negative,666,9,5,7,"00:11:29,730","00:11:32,315"
6753,What? What kind of a regatta gala starts at night?!,Rachel,surprise,negative,666,10,5,7,"00:11:33,109","00:11:36,111"
6755,"Hey, hi, I need a ladle. You got a ladle?",Danny,neutral,neutral,666,12,5,7,"0:11:42,034","0:11:44,579"
6759,"Hey, guys, you know what Larry would say? He would say, ""See you ladle.""",Phoebe,neutral,neutral,666,16,5,7,"00:11:51,752","00:12:03,763"
6760,You're so efficient. I love you!,Monica,joy,positive,667,0,5,24,"00:17:56,575","00:17:59,035"
6763,"Ohh, great, I have condom in my wallet I've had since I was twelve.",Chandler,neutral,neutral,667,3,5,24,"00:18:02,664","00:18:06,501"
6772,Sorry about that. So. What have you been up to?,Barry,neutral,neutral,669,0,1,2,"00:17:27,337","00:17:35,344"
6773,"Oh, not much. I-I got a job.",Rachel,joy,positive,669,1,1,2,"00:17:35,554","00:17:41,392"
6776,"Oh, I, uh- I went to Aruba.",Barry,neutral,neutral,669,4,1,2,"00:17:45,022","00:17:48,649"
6777,Noooo!  I'm lying. I am so drunk.,Monica,joy,positive,670,0,1,21,"00:16:03,003","00:16:06,756"
6782,"Yes, yes, it does. Okay, look, the restaurant called, they wanna know if you're gonna be showing up for work?",Rachel,neutral,neutral,670,5,1,21,"00:16:25,109","00:16:31,531"
6784,"Okay Monica, what are you doing? You're gonna lose your job! This is not you!",Rachel,anger,negative,670,7,1,21,"00:16:35,953","00:16:39,998"
6786,"Y'know, I'm not just the person who needs to fluff the pillows and pay the bills as soon as they come in!",Monica,anger,negative,670,9,1,21,"00:16:42,084","00:16:47,755"
6787,"Y'know, when I'm with her, I am so much more than that.",Monica,joy,positive,670,10,1,21,"00:16:47,965","00:16:52,677"
6789,"Hello? Yes, she is, hold on a second, please. Monana, it's for you, the credit card people.",Rachel,neutral,neutral,670,12,1,21,"00:17:05,733","00:17:12,989"
6790,Helloooo? Yeah. Oh my God. Thanks.,Monica,joy,positive,670,13,1,21,"00:17:20,122","00:17:26,919"
6793,Note the painterly lines    and subtle impasto on this canvas. Monet painted quickly and usually outdoors    as his elusive subject was light itself.,Joey,neutral,neutral,671,0,9,21,"00:15:48,530","00:15:59,749"
6794,"Now, do you have any idea what you just said?",Ross,neutral,neutral,671,1,9,21,"00:16:01,669","00:16:05,213"
6795,"No, no, my mouth    says the words, my brain is thinking monster trucks!",Joey,neutral,neutral,671,2,9,21,"00:16:08,175","00:16:12,303"
6796,"Ok now, remember, when you get to the museum, Monet is not spelt    M-O-N-A-Y.",Ross,neutral,neutral,671,3,9,21,"00:16:14,723","00:16:21,020"
6800,"Yeah, yeah that means... you know? We just... we don't have time    for this.",Ross,neutral,neutral,671,7,9,21,"00:16:26,610","00:16:30,029"
6802,"Ok, but you know what? I gotta say, I'm really impressed that    you were able to memorize all this so quickly!",Ross,surprise,positive,671,8,9,21,"00:16:30,197","00:16:34,909"
6803,"Ah! I'm an actor! I can memorize anything! Last week on ""Days""    I had to say ""Frontal temporal zygomatic craniotomy"".",Joey,joy,positive,671,9,9,21,"00:16:35,369","00:16:41,958"
6806,"But the guy I said it to dies in the next scene so I    guess it means ""you're gonna get eaten by a bear"".",Joey,neutral,neutral,671,12,9,21,"00:16:46,255","00:16:58,182"
6807,Ok! So let's move on to the Renaissance?,Ross,neutral,neutral,671,13,9,21,"00:16:58,976","00:17:01,978"
6808,"Ok, Caravaggio uses chiaroscuro here to highlight the anguish    of the central figure. Touch it, it's really bumpy! .",Joey,neutral,neutral,671,14,9,21,"00:17:02,980","00:17:10,611"
6809,"Nah ah! Nah ah!  No no no! No ad-libbing    and dude, you can't",Ross,anger,negative,671,15,9,21,"00:17:10,779","00:17:16,701"
6813,Hey!  What happened to you? Why didn?t you come up?,Rachel,surprise,positive,672,1,4,1,"00:07:16,727","00:07:20,480"
6817,"I mean this-this is clearly very, very important to you, to us!",Ross,joy,positive,672,5,4,1,"00:07:28,114","00:07:33,243"
6818,"And so I wanted to read every word carefully, twice!",Ross,joy,positive,672,6,4,1,"00:07:33,411","00:07:37,247"
6822,"Does it? Does it? Yeah, I wanted to give that whole ?Does it?? part just another glance.",Ross,neutral,neutral,672,10,4,1,"00:07:53,681","00:08:07,819"
6823,"What are you talking about, Ross, you just said that you read it twice!",Rachel,anger,negative,672,11,4,1,"00:08:07,987","00:08:11,156"
6824,"Look, y'know what, either it does or it doesn?t, and if you have to even",Rachel,anger,negative,672,12,4,1,"00:08:11,324","00:08:14,743"
6825,"No, Rach, no. I don?t, I don?t, I don?t",Ross,neutral,neutral,672,13,4,1,"00:08:14,911","00:08:18,497"
6831,So that?s your second marriage in two years.,Russell,neutral,neutral,673,2,6,2,"00:15:09,116","00:15:12,702"
6832,"Yes, second in two years. Third overall.",Ross,neutral,neutral,673,3,6,2,"00:15:12,870","00:15:17,749"
6833,"Ross, I have been a divorce attorney for 23 years and never had I so much business from one client.",Russell,neutral,neutral,673,4,6,2,"00:15:18,500","00:15:24,589"
6834,Why don?t you tell me what happened.,Russell,neutral,neutral,673,5,6,2,"00:15:26,508","00:15:29,344"
6835,"Basically, Rachel and I were in Vegas and we got drunk",Ross,neutral,neutral,673,6,6,2,"00:15:30,262","00:15:34,057"
6836,"I?m sorry, is this the same Rachel who?s name you said at the altar in the second marriage?",Russell,surprise,negative,673,7,6,2,"00:15:34,266","00:15:39,729"
6838,"Oh, that?s better then.",Russell,neutral,neutral,673,9,6,2,"00:15:44,151","00:15:47,070"
6839,This was just a drunken mistake and I need to get it annulled.,Ross,neutral,neutral,673,10,6,2,"00:15:48,530","00:15:51,991"
6840,I see. Have you considered therapy?,Russell,neutral,neutral,673,11,6,2,"00:15:52,201","00:15:56,412"
6844,"And we?ll need to have witnesses who can testify that you were not of uh, sound mind.",Russell,neutral,neutral,673,15,6,2,"00:16:04,964","00:16:09,384"
6846,And we?ll need you and Rachel to testify before a judge.,Russell,neutral,neutral,673,17,6,2,"00:16:11,720","00:16:14,889"
6848,There?s no way to do this without her?,Ross,surprise,positive,673,19,6,2,"00:16:18,519","00:16:20,853"
6849,"?Cause I kinda all ready told her uh, it was, it was already taken care of.",Ross,fear,negative,673,20,6,2,"00:16:18,519","00:16:24,983"
6852,"So, Phoebs owes $7.50, Monica, you owe $10, and Rachel, you owe fifteen big ones.",Ross,neutral,neutral,674,0,1,18,"00:12:06,600","00:12:12,731"
6853,"But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game.",Joey,neutral,neutral,674,1,1,18,"00:12:13,941","00:12:18,194"
6854,"Alright, here's my $7.50.  But I think you should know that this money is cursed.",Phoebe,neutral,neutral,674,2,1,18,"00:12:19,739","00:12:23,658"
6856,"Oh, I cursed it. So now bad things will happen to he who spends it.",Phoebe,neutral,neutral,674,4,1,18,"00:12:23,826","00:12:30,707"
6858,Bad things happen to me anyway.,Chandler,neutral,neutral,674,6,1,18,"0:12:32,419","0:12:34,647"
6859,This way I can break 'em up with a movie.,Chandler,neutral,neutral,674,7,1,18,"00:12:35,671","00:12:38,214"
6860,"Well, that just leaves the big Green poker machine, who owes fifteen...",Ross,neutral,neutral,674,8,1,18,"00:12:38,382","00:12:43,762"
6864,"Ok, I just wanna be really sure this time. Andie McDowell's the girl from",Phoebe,neutral,neutral,675,2,2,1,"00:21:35,460","00:21:43,342"
6865,No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from,Rachel,neutral,neutral,675,3,2,1,"00:21:44,428","00:21:55,354"
6866,"Oh, yeah. Ok, thank you.",Phoebe,neutral,neutral,675,4,2,1,"00:21:56,315","00:22:00,234"
6868,is for me not to see you anymore.,Ross,sadness,negative,676,0,5,5,"00:10:07,607","00:10:11,735"
6871,What are you going to tell her?,Rachel,sadness,negative,676,3,5,5,"0:10:16,488","0:10:18,819"
6873,"Ohh, you already agreed to this, haven't you?",Rachel,sadness,negative,676,5,5,5,"00:10:27,126","00:10:29,377"
6874,"It's awful I know, I mean, I feel terrible but I have to do this if I want my marriage to work.",Ross,sadness,negative,676,6,5,5,"00:10:32,882","00:10:36,676"
6875,"And I do, I have to make",Ross,sadness,negative,676,7,5,5,"00:10:36,844","00:10:41,389"
6876,Ohh! Lucky me! Oh my God! That,Rachel,surprise,positive,676,8,5,5,"00:10:52,635","00:10:57,489"
6877,You have no idea what a nightmare this has been. This is so hard.,Ross,sadness,negative,676,9,5,5,"00:11:03,996","00:11:09,042"
6878,"Oh yeah, really? Is it Ross? Yeah? Okay, well let me make this a just a little bit easier for you.",Rachel,anger,negative,676,10,5,5,"00:11:09,210","00:11:15,632"
6882,"Yeah, well that's how mad I am!!",Rachel,anger,negative,676,14,5,5,"00:11:18,135","00:11:20,970"
6885,Oh yeah! Amy just burned Jo?s manuscript. I don?t see how he could ever forgive her.,Joey,joy,positive,677,2,3,13,"00:09:29,777","00:09:35,657"
6886,"Umm, Jo?s a girl, it?s short for Josephine.",Ross,neutral,neutral,677,3,3,13,"00:09:38,869","00:09:41,871"
6899,"Hey, how do you guys get anything done?",Frank,joy,positive,678,12,3,5,"00:04:34,023","00:04:37,025"
6902,"Oh yeah! Yeah, no, we?re gonna connect, y'know bond, and everything.",Phoebe,joy,positive,678,15,3,5,"00:04:42,490","00:04:46,410"
6903,"Yeah, I was thinking that maybe we could go down to Time Square and pick up some ninja stars.",Frank,neutral,neutral,678,16,3,5,"00:04:46,577","00:04:51,373"
6904,"And, oh, um, my friend Larry, he wants me to take a picture of a hooker.",Frank,neutral,neutral,678,17,3,5,"00:04:51,541","00:04:55,585"
6905,"You know, we don?t really take advantage of living in the city.",Chandler,neutral,neutral,678,18,3,5,"00:04:57,171","00:05:00,215"
6909,"And your horoscope says, ""On the fifth a special someone is going to give you a gift.""",Rachel,joy,positive,679,2,6,21,"00:00:03,753","00:00:09,258"
6910,"Oh, well thank you in advance.",Chandler,joy,positive,679,3,6,21,"00:00:09,426","00:00:12,052"
6911,"Op, but the twelfth brings a lover?s spat.",Rachel,surprise,negative,679,4,6,21,"00:00:12,220","00:00:20,853"
6912,"Oh, wait and on the nineteenth a secret crush announces itself.",Rachel,surprise,positive,679,5,6,21,"00:00:21,021","00:00:25,733"
6915,Oh my God! It?s Joey Tribbiani of Mac and C.H.E.E.S.E.!!!!!!!,Rachel,surprise,positive,679,8,6,21,"00:00:32,824","00:00:35,200"
6916,Oh that?s right. It?s your first day! So are you psyched to fight fake crime with your robot sidekick?,Chandler,joy,positive,679,9,6,21,"00:00:38,455","00:00:43,584"
6917,Am I psyched? The lead in my own TV series? I?ve dreamed about this for years! Why have I not been preparing?!,Joey,joy,positive,679,10,6,21,"00:00:43,752","00:00:51,425"
6918,"No! Joey, you?re going to be great!",Phoebe,neutral,neutral,679,11,6,21,"00:00:52,510","00:00:54,762"
6919,"But I got to act with a robot Pheebs, and-and I don?t know anything about technology!",Joey,fear,negative,679,12,6,21,"00:00:54,929","00:00:58,599"
6920,I can?t even use Chandler?s computer except to find porn!,Joey,anger,negative,679,13,6,21,"00:00:58,767","00:01:01,727"
6921,And-and that?s only ?cause it?s right there when you turn it on!,Joey,anger,negative,679,14,6,21,"00:01:03,271","00:01:06,231"
6922,I think our lover?s spat will start a little early this month.,Monica,anger,negative,679,15,6,21,"00:01:08,109","00:01:10,986"
6924,"Now, this is last minute so I want to apologize for the mess. Okay?",Monica,joy,positive,680,0,6,18,"00:08:45,733","00:08:48,485"
6925,Oh my God! It sure didn?t look this way when I lived here.,Rachel,surprise,positive,680,1,6,18,"00:08:53,783","00:08:57,786"
6928,"There?s only room for one, so I guess one of you will have to stay at Joey?s.",Monica,neutral,neutral,680,4,6,18,"00:09:02,750","00:09:06,545"
6929,"Well, since the fire was kinda my fault I guess  you should get to stay here.",Phoebe,sadness,negative,680,5,6,18,"00:09:06,712","00:09:10,840"
6930,"Hey! Hey-hey, now this was no one?s fault Pheebs. Okay? It was an accident.",Rachel,neutral,neutral,680,6,6,18,"00:09:11,008","00:09:15,679"
6939,This is just Bactine. It won't hurt.,Monica,neutral,neutral,681,0,1,7,"00:13:19,507","00:13:22,342"
6941,"Oh, poor little Tooty is scared to death. We should find his owner.",Phoebe,sadness,negative,681,2,1,7,"00:13:30,017","00:13:33,269"
6942,Why don't we just put 'poor little Tooty' out in the hall?,Ross,disgust,negative,681,3,1,7,"00:13:33,521","00:13:35,855"
6943,During a blackout? He'd get trampled!,Rachel,sadness,negative,681,4,1,7,"00:13:37,024","00:13:39,776"
6945,"Ben, I want you to know that there may be some times when I may not be around, like this.",Ross,sadness,negative,682,0,1,23,"00:20:29,436","00:20:37,401"
6946,"But I'll still always come back, like this.",Ross,neutral,neutral,682,1,1,23,"00:20:39,988","00:20:45,576"
6947,"And sometimes I may be away longer, like this.",Ross,neutral,neutral,682,2,1,23,"00:20:46,662","00:20:52,375"
6948,"But I'll still always come back, like this.",Ross,neutral,neutral,682,3,1,23,"00:20:55,796","00:21:02,843"
6949,"And sometimes, I'll want you to steal third, and I'll go like this.",Chandler,neutral,neutral,682,4,1,23,"00:21:03,971","00:21:09,016"
6951,"Oh, I know. Look at him.",Rachel,joy,positive,682,6,1,23,"00:21:19,778","00:21:22,238"
